Date_Time,Sitka_rain_mm_Tot,Sitka_ec5_vwc_sp2_40cm_mean,Sitka_ec5_vwc_sp2_20cm_mean,Sitka_waterPressure_psig_sp2_60cm_mean,Sitka_ec5_vwc_sp2_40cm_max,Sitka_ec5_vwc_sp2_20cm_max,Sitka_waterPressure_psig_sp2_60cm_max
2019-10-23 12:00:00,17.0,0.2251458333333333,0.24221527777777774,0.23356019444444442,0.226,0.243,0.312007
2019-10-24 00:00:00,1.4000000000000001,0.22552777777777774,0.24295138888888881,0.3124695972222222,0.226,0.243,0.354035
2019-10-24 12:00:00,2.0,0.22591666666666663,0.243,0.28922401388888885,0.226,0.243,0.30085
2019-10-25 00:00:00,5.2,0.22590972222222216,0.24330555555555552,0.27848810416666664,0.226,0.244,0.287704
2019-10-25 12:00:00,2.0,0.22593749999999993,0.24311111111111108,0.2598626388888889,0.226,0.244,0.270883
2019-10-26 00:00:00,0.0,0.22591666666666663,0.24237499999999998,0.23419615277777775,0.226,0.243,0.246657
2019-10-26 12:00:00,0.0,0.22587499999999994,0.24248611111111107,0.23508837499999993,0.226,0.243,0.238426
2019-10-27 00:00:00,0.0,0.22591666666666663,0.242,0.2323415486111111,0.226,0.242,0.233993
2019-10-27 12:00:00,0.0,0.22591666666666663,0.2420486111111111,0.23085768055555553,0.226,0.243,0.232245
2019-10-28 00:00:00,0.0,0.2249930555555555,0.24199999999999997,0.2292332569444444,0.226,0.243,0.230673
2019-10-28 12:00:00,0.0,0.22445138888888885,0.24134722222222219,0.2277025069444444,0.225,0.242,0.228881
2019-10-29 00:00:00,0.0,0.224,0.24102083333333332,0.22524872222222217,0.224,0.242,0.227734
2019-10-29 12:00:00,14.200000000000001,0.2243194444444444,0.2412222222222222,0.2341468541666666,0.225,0.242,0.299374
2019-10-30 00:00:00,33.2,0.22400694444444444,0.24204166666666663,0.3975307222222222,0.225,0.243,0.432144
2019-10-30 12:00:00,2.4000000000000004,0.22400694444444444,0.2427638888888888,0.333456986111111,0.225,0.243,0.381226
2019-10-31 00:00:00,1.8,0.2245694444444444,0.2429166666666666,0.2728182430555555,0.225,0.243,0.295684
2019-10-31 12:00:00,1.8,0.2249305555555555,0.2427708333333333,0.2589186736111111,0.225,0.243,0.268592
2019-11-01 00:00:00,11.200000000000001,0.22493055555555552,0.24287499999999992,0.2700221736111111,0.225,0.243,0.354405
2019-11-01 12:00:00,20.6,0.22467361111111106,0.24272916666666663,0.40067051388888886,0.225,0.243,0.430977
2019-11-02 00:00:00,2.8000000000000003,0.2248819444444444,0.24363888888888882,0.36528977777777777,0.225,0.244,0.414897
2019-11-02 12:00:00,0.2,0.2251319444444444,0.24395138888888881,0.2969632708333333,0.226,0.244,0.328683
2019-11-03 00:00:00,11.200000000000001,0.22544444444444442,0.2436180555555555,0.27557110416666664,0.226,0.244,0.354738
2019-11-03 12:00:00,13.0,0.22449305555555552,0.2429305555555555,0.38763593749999997,0.225,0.244,0.404741
2019-11-04 00:00:00,24.200000000000003,0.2249583333333333,0.24384027777777773,0.40795747916666664,0.225,0.244,0.415036
2019-11-04 12:00:00,22.0,0.22497916666666665,0.24370138888888881,0.40839156944444444,0.225,0.244,0.424404
2019-11-05 00:00:00,14.8,0.22524305555555554,0.24390972222222215,0.3993424930555555,0.226,0.244,0.415057
2019-11-05 12:00:00,0.4,0.22549305555555554,0.2439166666666666,0.32091636111111105,0.226,0.244,0.363093
2019-11-06 00:00:00,0.0,0.2255208333333333,0.24360416666666662,0.2565566319444444,0.226,0.244,0.28381
2019-11-06 12:00:00,2.0,0.22586805555555547,0.24295833333333328,0.24367181249999995,0.226,0.243,0.247366
2019-11-07 00:00:00,13.600000000000001,0.22500694444444444,0.2429861111111111,0.30110559722222224,0.226,0.243,0.370527
2019-11-07 12:00:00,7.4,0.2249861111111111,0.24302777777777776,0.36611181944444443,0.225,0.244,0.373618
2019-11-08 00:00:00,0.0,0.22571527777777775,0.24379861111111104,0.3199976805555555,0.226,0.244,0.35739
2019-11-08 12:00:00,0.2,0.22582638888888884,0.24365277777777772,0.27284645138888886,0.226,0.244,0.292286
2019-11-09 00:00:00,3.8,0.2259097222222222,0.24299999999999997,0.2480678958333333,0.226,0.244,0.255813
2019-11-09 12:00:00,5.800000000000001,0.22596527777777775,0.24315972222222218,0.2556456666666666,0.226,0.244,0.267506
2019-11-10 00:00:00,0.0,0.2259861111111111,0.2424791666666666,0.24206682638888885,0.226,0.243,0.249986
2019-11-10 12:00:00,0.0,0.22593749999999993,0.24175,0.24544854166666663,0.226,0.242,0.247606
2019-11-11 00:00:00,0.0,0.2259027777777777,0.24124999999999996,0.2432788194444444,0.226,0.242,0.24405
2019-11-11 12:00:00,7.6,0.2252708333333333,0.24177083333333327,0.24708047222222218,0.226,0.242,0.254188
2019-11-12 00:00:00,5.2,0.2251388888888889,0.24187499999999995,0.24317979861111108,0.226,0.242,0.248254
2019-11-12 12:00:00,7.6000000000000005,0.22499305555555557,0.242,0.25706084027777776,0.225,0.242,0.263463
2019-11-13 00:00:00,17.2,0.22495138888888885,0.2427152777777777,0.3690566458333333,0.225,0.243,0.427219
2019-11-13 12:00:00,8.200000000000001,0.225,0.24293749999999995,0.34529569444444447,0.225,0.243,0.35892
2019-11-14 00:00:00,3.8000000000000003,0.2250833333333333,0.24356249999999993,0.32559449305555554,0.226,0.244,0.345823
2019-11-14 12:00:00,19.8,0.225,0.24358333333333326,0.3491622986111111,0.225,0.244,0.411333
2019-11-15 00:00:00,3.8000000000000003,0.22497916666666665,0.24299999999999997,0.35763109722222225,0.225,0.244,0.38207
2019-11-15 12:00:00,6.0,0.22532638888888887,0.24296527777777774,0.32501818749999994,0.226,0.243,0.346109
2019-11-16 00:00:00,6.6,0.22506944444444443,0.2429305555555555,0.345754375,0.226,0.243,0.355668
2019-11-16 12:00:00,10.4,0.22499305555555557,0.2430486111111111,0.3393764166666666,0.225,0.244,0.35566
2019-11-17 00:00:00,39.6,0.22497916666666665,0.24338194444444441,0.4175708958333333,0.226,0.244,0.449507
2019-11-17 12:00:00,7.4,0.2256458333333333,0.2434097222222222,0.3877150555555555,0.226,0.244,0.418476
2019-11-18 00:00:00,3.2,0.2253194444444444,0.243,0.3069294583333333,0.226,0.243,0.343024
2019-11-18 12:00:00,4.6,0.22571527777777775,0.24293749999999995,0.2881957361111111,0.226,0.243,0.314154
2019-11-19 00:00:00,1.6,0.22559027777777774,0.2427152777777777,0.2771790069444444,0.226,0.243,0.309817
2019-11-19 12:00:00,6.4,0.22586111111111107,0.24193749999999994,0.24323165277777772,0.226,0.242,0.271815
2019-11-20 00:00:00,23.400000000000002,0.22488888888888883,0.24206944444444442,0.3743449652777778,0.225,0.243,0.407044
2019-11-20 12:00:00,7.200000000000001,0.225125,0.24289583333333328,0.3750050347222222,0.226,0.243,0.399285
2019-11-21 00:00:00,17.6,0.22526388888888885,0.24292361111111105,0.3728591736111111,0.226,0.243,0.390871
2019-11-21 12:00:00,14.600000000000001,0.22496527777777775,0.24261111111111108,0.37674175694444445,0.225,0.243,0.39561
2019-11-22 00:00:00,16.6,0.22492361111111103,0.24275694444444437,0.3427673055555555,0.226,0.243,0.422407
2019-11-22 12:00:00,15.200000000000001,0.22477777777777774,0.24259027777777772,0.3994798680555555,0.225,0.243,0.430798
2019-11-23 00:00:00,2.2,0.22409027777777776,0.2428541666666666,0.3430791041666666,0.225,0.243,0.374979
2019-11-23 12:00:00,11.2,0.22492361111111106,0.24236805555555552,0.3333018958333333,0.225,0.243,0.382782
2019-11-24 00:00:00,5.4,0.22415277777777776,0.24193749999999994,0.34486176388888884,0.225,0.242,0.382918
2019-11-24 12:00:00,0.2,0.22472222222222216,0.24161805555555552,0.2873682152777777,0.225,0.242,0.313742
2019-11-25 00:00:00,0.0,0.22399305555555557,0.24177777777777773,0.25832785416666665,0.224,0.242,0.269163
2019-11-25 12:00:00,0.0,0.22415972222222222,0.241,0.26346152083333335,0.225,0.241,0.268443
2019-11-26 00:00:00,0.0,0.22393055555555552,0.24097916666666663,0.25735832638888884,0.224,0.241,0.260294
2019-11-26 12:00:00,5.6,0.2236111111111111,0.2409861111111111,0.25549551388888886,0.224,0.241,0.259604
2019-11-27 00:00:00,0.4,0.22395138888888885,0.24077777777777773,0.2541543680555555,0.224,0.241,0.25597
2019-11-27 12:00:00,2.6,0.22367361111111106,0.24004166666666663,0.25150654166666664,0.224,0.241,0.253761
2019-11-28 00:00:00,0.0,0.22315972222222222,0.23991666666666664,0.2480930972222222,0.224,0.24,0.251029
2019-11-28 12:00:00,0.0,0.2229583333333333,0.23991666666666664,0.24471263194444445,0.223,0.24,0.246399
2019-11-29 00:00:00,0.0,0.22292361111111103,0.23991666666666664,0.24092925694444442,0.224,0.24,0.242843
2019-11-29 12:00:00,0.6000000000000001,0.22286111111111107,0.23931249999999996,0.2367696944444444,0.223,0.24,0.239496
2019-11-30 00:00:00,1.0,0.2230347222222222,0.2379861111111111,0.2357891319444444,0.224,0.238,0.247029
2019-11-30 12:00:00,0.6000000000000001,0.22292361111111103,0.23831249999999995,0.23278813888888883,0.224,0.239,0.235293
2019-12-01 00:00:00,4.2,0.22352777777777774,0.23867361111111107,0.25186068749999996,0.224,0.239,0.26388
2019-12-01 12:00:00,8.0,0.2230833333333333,0.23906249999999996,0.2717054722222222,0.224,0.24,0.302514
2019-12-02 00:00:00,25.8,0.22272222222222218,0.24002083333333332,0.3967456180555555,0.224,0.241,0.482201
2019-12-02 12:00:00,3.4000000000000004,0.22246527777777778,0.24078472222222216,0.38523509027777775,0.223,0.241,0.436527
2019-12-03 00:00:00,0.0,0.2222222222222222,0.23979166666666663,0.3202169722222222,0.223,0.24,0.345314
2019-12-03 12:00:00,0.0,0.22240277777777773,0.23992361111111105,0.2763622430555555,0.223,0.24,0.296641
2019-12-04 00:00:00,0.0,0.22293055555555552,0.23987499999999995,0.25298624999999997,0.223,0.24,0.257984
2019-12-04 12:00:00,0.0,0.2227916666666666,0.23951388888888883,0.25404338888888883,0.223,0.24,0.265056
2019-12-05 00:00:00,0.0,0.22215972222222222,0.23902083333333327,0.25884664583333333,0.223,0.24,0.262398
2019-12-05 12:00:00,0.0,0.2222777777777777,0.23895138888888887,0.2562661458333333,0.223,0.239,0.257863
2019-12-06 00:00:00,0.0,0.22193749999999993,0.23891666666666658,0.25479244444444443,0.222,0.239,0.258739
2019-12-06 12:00:00,0.0,0.22199999999999998,0.23873611111111107,0.2511158819444444,0.223,0.239,0.252447
2019-12-07 00:00:00,4.0,0.22168749999999995,0.23863888888888884,0.27001332638888886,0.222,0.239,0.309425
2019-12-07 12:00:00,14.8,0.221,0.23797916666666663,0.3156654027777777,0.221,0.238,0.33547
2019-12-08 00:00:00,11.0,0.2212222222222222,0.23755555555555552,0.37042525,0.222,0.238,0.404345
2019-12-08 12:00:00,1.0,0.22181249999999997,0.2387708333333333,0.3864985,0.222,0.239,0.399735
2019-12-09 00:00:00,0.2,0.2219444444444444,0.239,0.35517820138888884,0.222,0.239,0.37764
2019-12-09 12:00:00,0.0,0.22155555555555553,0.23943749999999997,0.33766479166666663,0.222,0.24,0.341474
2019-12-10 00:00:00,0.0,0.2213680555555555,0.23909027777777778,0.3273861458333333,0.222,0.24,0.338394
2019-12-10 12:00:00,1.8000000000000003,0.2219027777777777,0.23974999999999994,0.307907375,0.222,0.24,0.315675
2019-12-11 00:00:00,0.0,0.22192361111111103,0.2393333333333333,0.29086551388888887,0.222,0.24,0.30086
2019-12-11 12:00:00,0.2,0.22197916666666664,0.23995138888888887,0.2735676458333333,0.222,0.24,0.280148
2019-12-12 00:00:00,0.0,0.22199305555555557,0.23991666666666664,0.26205471527777774,0.222,0.24,0.269261
2019-12-12 12:00:00,4.2,0.22197916666666664,0.23939583333333328,0.2597096041666666,0.222,0.24,0.262594
2019-12-13 00:00:00,3.8000000000000003,0.2220833333333333,0.2393819444444444,0.2658684097222222,0.223,0.24,0.274212
2019-12-13 12:00:00,1.0,0.22192361111111103,0.2389583333333333,0.26281826388888885,0.222,0.239,0.266471
2019-12-14 00:00:00,0.4,0.2219444444444444,0.2387986111111111,0.2632807361111111,0.222,0.239,0.267265
2019-12-14 12:00:00,3.6,0.22139583333333332,0.23857638888888885,0.2682031666666666,0.222,0.239,0.273681
2019-12-15 00:00:00,0.0,0.222,0.2387999999999999,0.27265,0.222,0.239,0.272883
2019-12-15 12:00:00,0.0,,,,,,
2019-12-16 00:00:00,0.0,,,,,,
2019-12-16 12:00:00,0.0,,,,,,
2019-12-17 00:00:00,0.0,,,,,,
2019-12-17 12:00:00,0.0,,,,,,
2019-12-18 00:00:00,0.0,,,,,,
2019-12-18 12:00:00,0.0,,,,,,
2019-12-19 00:00:00,0.0,,,,,,
2019-12-19 12:00:00,0.0,,,,,,
2019-12-20 00:00:00,0.0,,,,,,
2019-12-20 12:00:00,0.0,,,,,,
2019-12-21 00:00:00,0.0,,,,,,
2019-12-21 12:00:00,0.0,,,,,,
2019-12-22 00:00:00,0.0,,,,,,
2019-12-22 12:00:00,0.0,,,,,,
2019-12-23 00:00:00,0.0,,,,,,
2019-12-23 12:00:00,0.0,,,,,,
2019-12-24 00:00:00,0.0,,,,,,
2019-12-24 12:00:00,0.0,,,,,,
2019-12-25 00:00:00,0.0,,,,,,
2019-12-25 12:00:00,0.0,,,,,,
2019-12-26 00:00:00,0.0,,,,,,
2019-12-26 12:00:00,0.0,,,,,,
2019-12-27 00:00:00,0.0,,,,,,
2019-12-27 12:00:00,0.0,,,,,,
2019-12-28 00:00:00,0.0,,,,,,
2019-12-28 12:00:00,0.0,,,,,,
2019-12-29 00:00:00,0.0,,,,,,
2019-12-29 12:00:00,0.0,,,,,,
2019-12-30 00:00:00,0.0,,,,,,
2019-12-30 12:00:00,0.0,,,,,,
2019-12-31 00:00:00,0.0,,,,,,
2019-12-31 12:00:00,0.0,,,,,,
2020-01-01 00:00:00,0.0,,,,,,
2020-01-01 12:00:00,0.0,,,,,,
2020-01-02 00:00:00,0.0,,,,,,
2020-01-02 12:00:00,0.0,,,,,,
2020-01-03 00:00:00,0.0,,,,,,
2020-01-03 12:00:00,0.0,,,,,,
2020-01-04 00:00:00,0.0,,,,,,
2020-01-04 12:00:00,0.0,,,,,,
2020-01-05 00:00:00,0.0,,,,,,
2020-01-05 12:00:00,0.0,,,,,,
2020-01-06 00:00:00,0.0,,,,,,
2020-01-06 12:00:00,0.0,,,,,,
2020-01-07 00:00:00,0.0,,,,,,
2020-01-07 12:00:00,0.0,,,,,,
2020-01-08 00:00:00,0.0,,,,,,
2020-01-08 12:00:00,0.0,,,,,,
2020-01-09 00:00:00,0.0,,,,,,
2020-01-09 12:00:00,0.0,,,,,,
2020-01-10 00:00:00,0.0,,,,,,
2020-01-10 12:00:00,0.0,,,,,,
2020-01-11 00:00:00,0.0,,,,,,
2020-01-11 12:00:00,0.0,,,,,,
2020-01-12 00:00:00,0.0,,,,,,
2020-01-12 12:00:00,0.0,,,,,,
2020-01-13 00:00:00,0.0,,,,,,
2020-01-13 12:00:00,0.0,,,,,,
2020-01-14 00:00:00,0.0,,,,,,
2020-01-14 12:00:00,0.0,,,,,,
2020-01-15 00:00:00,0.0,,,,,,
2020-01-15 12:00:00,0.0,,,,,,
2020-01-16 00:00:00,0.0,,,,,,
2020-01-16 12:00:00,0.0,,,,,,
2020-01-17 00:00:00,0.0,,,,,,
2020-01-17 12:00:00,0.0,,,,,,
2020-01-18 00:00:00,0.0,,,,,,
2020-01-18 12:00:00,0.0,,,,,,
2020-01-19 00:00:00,0.0,,,,,,
2020-01-19 12:00:00,0.0,,,,,,
2020-01-20 00:00:00,0.0,,,,,,
2020-01-20 12:00:00,0.0,,,,,,
2020-01-21 00:00:00,0.0,,,,,,
2020-01-21 12:00:00,0.0,,,,,,
2020-01-22 00:00:00,0.0,,,,,,
2020-01-22 12:00:00,0.0,,,,,,
2020-01-23 00:00:00,0.0,,,,,,
2020-01-23 12:00:00,0.0,,,,,,
2020-01-24 00:00:00,0.0,,,,,,
2020-01-24 12:00:00,0.0,,,,,,
2020-01-25 00:00:00,0.0,,,,,,
2020-01-25 12:00:00,0.0,,,,,,
2020-01-26 00:00:00,0.0,,,,,,
2020-01-26 12:00:00,0.0,,,,,,
2020-01-27 00:00:00,0.0,,,,,,
2020-01-27 12:00:00,0.0,,,,,,
2020-01-28 00:00:00,0.0,,,,,,
2020-01-28 12:00:00,0.0,,,,,,
2020-01-29 00:00:00,0.0,,,,,,
2020-01-29 12:00:00,0.0,,,,,,
2020-01-30 00:00:00,0.0,,,,,,
2020-01-30 12:00:00,0.0,,,,,,
2020-01-31 00:00:00,0.0,,,,,,
2020-01-31 12:00:00,0.0,,,,,,
2020-02-01 00:00:00,0.0,,,,,,
2020-02-01 12:00:00,0.0,,,,,,
2020-02-02 00:00:00,0.0,,,,,,
2020-02-02 12:00:00,0.0,,,,,,
2020-02-03 00:00:00,0.0,,,,,,
2020-02-03 12:00:00,0.0,,,,,,
2020-02-04 00:00:00,0.0,,,,,,
2020-02-04 12:00:00,0.0,,,,,,
2020-02-05 00:00:00,0.0,,,,,,
2020-02-05 12:00:00,0.0,,,,,,
2020-02-06 00:00:00,0.0,,,,,,
2020-02-06 12:00:00,0.0,,,,,,
2020-02-07 00:00:00,0.0,,,,,,
2020-02-07 12:00:00,0.0,,,,,,
2020-02-08 00:00:00,0.0,,,,,,
2020-02-08 12:00:00,0.0,,,,,,
2020-02-09 00:00:00,0.0,,,,,,
2020-02-09 12:00:00,0.0,,,,,,
2020-02-10 00:00:00,0.0,,,,,,
2020-02-10 12:00:00,0.0,,,,,,
2020-02-11 00:00:00,0.0,,,,,,
2020-02-11 12:00:00,0.0,,,,,,
2020-02-12 00:00:00,0.0,,,,,,
2020-02-12 12:00:00,0.0,,,,,,
2020-02-13 00:00:00,0.0,,,,,,
2020-02-13 12:00:00,0.0,,,,,,
2020-02-14 00:00:00,0.0,,,,,,
2020-02-14 12:00:00,0.0,,,,,,
2020-02-15 00:00:00,0.0,,,,,,
2020-02-15 12:00:00,0.0,,,,,,
2020-02-16 00:00:00,0.0,,,,,,
2020-02-16 12:00:00,0.0,,,,,,
2020-02-17 00:00:00,0.0,,,,,,
2020-02-17 12:00:00,0.0,,,,,,
2020-02-18 00:00:00,0.0,,,,,,
2020-02-18 12:00:00,0.0,,,,,,
2020-02-19 00:00:00,0.0,,,,,,
2020-02-19 12:00:00,0.0,,,,,,
2020-02-20 00:00:00,0.0,,,,,,
2020-02-20 12:00:00,0.0,,,,,,
2020-02-21 00:00:00,0.0,,,,,,
2020-02-21 12:00:00,0.0,,,,,,
2020-02-22 00:00:00,0.0,,,,,,
2020-02-22 12:00:00,0.0,,,,,,
2020-02-23 00:00:00,0.0,,,,,,
2020-02-23 12:00:00,0.0,,,,,,
2020-02-24 00:00:00,0.0,,,,,,
2020-02-24 12:00:00,0.0,,,,,,
2020-02-25 00:00:00,0.0,,,,,,
2020-02-25 12:00:00,0.0,,,,,,
2020-02-26 00:00:00,0.0,,,,,,
2020-02-26 12:00:00,0.0,,,,,,
2020-02-27 00:00:00,0.0,,,,,,
2020-02-27 12:00:00,0.0,,,,,,
2020-02-28 00:00:00,0.0,,,,,,
2020-02-28 12:00:00,0.0,,,,,,
2020-02-29 00:00:00,0.0,,,,,,
2020-02-29 12:00:00,0.0,,,,,,
2020-03-01 00:00:00,0.0,,,,,,
2020-03-01 12:00:00,0.0,,,,,,
2020-03-02 00:00:00,0.0,,,,,,
2020-03-02 12:00:00,0.0,,,,,,
2020-03-03 00:00:00,0.0,,,,,,
2020-03-03 12:00:00,0.0,,,,,,
